prob__burgerrechten,prob__gezondheidszorg,prob__arbeid,prob__onderwijs,prob__milieu,prob__immigratie,prob__criminaliteit,prob__sociale_zaken,prob__huisvesting,prob__buitenlandse_zaken,prob__ruimtelijke_ordening,prob__Cultuur_en_sport,prob__Ramp_ongeval
0.2288705,0.57674944,0.97017676,0.18466662,0.07445038,0.07514218,0.12102933,0.22278814,0.056180418,0.12993349,0.051629223,0.065864354,0.052760735
0.6582111,0.662156,0.08640625,0.01808479,0.0848074,0.076430686,0.44907603,0.24080083,0.062445465,0.2923177,0.0560593,0.025578503,0.049129296
0.85441875,0.553601,0.10456987,0.069011636,0.39141363,0.15545216,0.25842184,0.15252058,0.96279836,0.1512257,0.10495347,0.07291822,0.108217664
0.46921265,0.32357407,0.17661911,0.13500932,0.16125885,0.23059364,0.13380581,0.47910506,0.9921583,0.21452199,0.101899125,0.12733571,0.10428248
0.7290782,0.56758654,0.24283864,0.03209945,0.15335888,0.049446896,0.5786693,0.33398288,0.038606197,0.7780269,0.03574978,0.058444057,0.072023876
0.7804756,0.49065846,0.113604315,0.03745291,0.15504685,0.111823484,0.35987225,0.14130847,0.052024994,0.9612948,0.07324894,0.06267276,0.038233697
0.36675182,0.444538,0.30674407,0.033503335,0.98324996,0.08732485,0.11813306,0.07389459,0.05441934,0.21737412,0.043754082,0.0411275,0.045367736
0.375215,0.30837184,0.5577665,0.35325167,0.21809801,0.97116786,0.26345447,0.6269487,0.97902393,0.5643877,0.14278506,0.16338335,0.17653258
0.5683972,0.25469062,0.13002211,0.08141258,0.13980441,0.104733504,0.87664014,0.4066279,0.074200444,0.9728916,0.089503706,0.08944171,0.15513909
0.5940909,0.48048362,0.9316305,0.09405297,0.050304655,0.06669902,0.20224197,0.2013705,0.03783066,0.14940287,0.040786333,0.05258932,0.026645105
0.82117355,0.6445706,0.112637505,0.050156087,0.07615914,0.03717522,0.24968292,0.17026211,0.041104637,0.26758716,0.04102048,0.047627933,0.020922707
